object-id,Title,Catalog Number,Source,Description,Coverage,Date,Functional Category,Material,Vessel Form,Dimensions,Pigment Application,Decoration Type,Exterior Decoration Method,Exterior Decoration Color(s),Exterior Decoration Elements,Interior Decoration Method,Interior Decoration Color(s),Interior Decoration Elements,Marks,Origin,Manufacture Range,Publisher,Rights,Standardized Rights,Preferred Image Citation,Identifier,Metadata Creator,filename,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
hjccc-120,Top of Sometsuke Katagami Mitsu-Domoe Kozara (small dish with stenciled yin-yang design),AACC-94-032,,,,,,Jiki (porcelain),Kozara (small dish),,,Sometsuke Katagami (stencil cobalt),,,,Katagami (paper stencil),Cobalt blue,"Karakusa (tendrils), Mitsu-Domoe (threefold swirl), Tsuru (crane), Ume (plum) blossom, Seven Jewels and Turtle Shell diaper",,,,,,,,AACC-94-032_1of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/121,121,130.jp2,/HJCCC/image/130.jp2
hjccc-120,Bottom of Sometsuke Katagami Mitsu-Domoe Kozara (small dish with stenciled yin-yang design),AACC-94-032,,,,,,Jiki (porcelain),Kozara (small dish),,,Sometsuke Katagami (stencil cobalt),None,None,None,,,,,,,,,,,AACC-94-032_2of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/122,122,131.jp2,/HJCCC/image/131.jp2
hjccc-120,Side of Sometsuke Katagami Mitsu-Domoe Kozara (small dish with stenciled yin-yang design),AACC-94-032,,,,,,Jiki (porcelain),Kozara (small dish),,,Sometsuke Katagami (stencil cobalt),None,None,None,,,,,,,,,,,AACC-94-032_3of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/123,123,132.jp2,/HJCCC/image/132.jp2
hjccc-124,Sometsuke Katagami Mitsu-Domoe Kozara (small dish with stenciled yin-yang design),AACC-94-032,Asian American Comparative Collection,"This heavily-decorated kozara features multiple elements on the interior that include a mitsu-domoe in a halo of fire, a red-headed crane surrounded by trailing karakusa, images of plum and possibly chrysanthemum flowers, and a balustrade that is reminiscent of the fencing surrounding a Shinto shrine. The exterior of the dish is undecorated. Katagami, which often covers large portions of a vessel surface with small, repeating geometric patterns, was most popular as a method of decorating mass-produced porcelains in the early to mid-Meiji era (Bibb 2001:5-6). This vessel was donated by the Palouse Asian American Association.",,,Mealtime Tableware,Jiki (porcelain),Kozara (small dish),"Rim= 12.5 cm, footring= 7.5 cm, height= 1.9 cm",Shita-Etsuke (underglaze),Sometsuke Katagami (stencil cobalt),None,None,None,Katagami (paper stencil),Cobalt blue,"Karakusa (tendrils), Mitsu-Domoe (threefold swirl), Tsuru (crane), Ume (plum) blossom, Seven Jewels and Turtle Shell diaper",None,Japan,Most popular during the Meiji (1868-1912) era,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-94-032. See citation guidelines.",AACC-94-032,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/124,124,133.cpd,/HJCCC/image/133.cpd
hjccc-124,Side of Sometsuke Botan Dobin (teapot with hand-painted peonies in cobalt),AACC-2018-001,,,,,,Hanjiki (half porcelain),Dobin (teapot),,,Sometsuke (hand-painted cobalt),Sometsuke (hand-painted cobalt),Cobalt blue,"Botan (peony), Tassel Yoraku (rim design)",,,,,,,,,,,AACC-2018-001_1of4,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/125,125,134.jp2,/HJCCC/image/134.jp2
hjccc-124,Side of Sometsuke Botan Dobin (teapot with hand-painted peonies in cobalt),AACC-2018-001,,,,,,Hanjiki (half porcelain),Dobin (teapot),,,Sometsuke (hand-painted cobalt),Sometsuke (hand-painted cobalt),Cobalt blue,"Botan (peony), Tassel Yoraku (rim design)",,,,,,,,,,,AACC-2018-001_2of4,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/126,126,135.jp2,/HJCCC/image/135.jp2
hjccc-124,Top of Sometsuke Botan Dobin (teapot with hand-painted peonies in cobalt),AACC-2018-001,,,,,,Hanjiki (half porcelain),Dobin (teapot),,,Sometsuke (hand-painted cobalt),Sometsuke (hand-painted cobalt),Cobalt blue,"Botan (peony), Tassel Yoraku (rim design)",,,,,,,,,,,AACC-2018-001_3of4,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/127,127,136.jp2,/HJCCC/image/136.jp2
hjccc-124,Bottom of Sometsuke Botan Dobin (teapot with hand-painted peonies in cobalt),AACC-2018-001,,,,,,Hanjiki (half porcelain),Dobin (teapot),,,Sometsuke (hand-painted cobalt),Sometsuke (hand-painted cobalt),Cobalt blue,"Botan (peony), Tassel Yoraku (rim design)",,,,,,,,,,,AACC-2018-001_4of4,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/128,128,137.jp2,/HJCCC/image/137.jp2
hjccc-129,Sometsuke Botan Dobin (teapot with hand-painted peonies in cobalt),AACC-2018-001,Asian American Comparative Collection,"This dobin-style teapot features a somewhat abstracted hand-painted peony design on the exterior and a single tassel yoraku (rim design) on the spout (Dower 1971:70;Ross 2012:21). Two small lugs indicate that it would likely have had a bamboo handle. A very similar teapot was recovered archaeologically from the Riverside, California, Chinatown, dated to 1871 through 1939 (Great Basin Foundation 1987:293, Figure 18). This vessel was donated to the AACC by Ilene Buys.",,,Mealtime Tableware,Hanjiki (half porcelain),Dobin (teapot),"Rim= 8 cm, base= 7 cm, height= 11 cm",Shita-Etsuke (underglaze),Sometsuke (hand-painted cobalt),Sometsuke (hand-painted cobalt),Cobalt blue,"Botan (peony), Tassel Yoraku (rim design)",None,None,None,None,Japan,Meiji (1868-1912) through Showa (1926-1989) eras,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-2018-001. See citation guidelines.",AACC-2018-001,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/129,129,138.cpd,/HJCCC/image/138.cpd
hjccc-129,Side of Sometsuke Katagami Sakura Gohan Jawan (rice/soup bowl with cobalt stenciled cherry blossom design),AACC-2009-080,,,,,,Jiki (porcelain),Gohan Chawan (rice/soup bowl),,,Sometsuke Katagami (stencil cobalt),Katagami (paper stencil),Cobalt blue,Sakura (cherry) blossom,,,,,,,,,,,AACC-2009-080_1of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/130,130,143.jp2,/HJCCC/image/143.jp2
hjccc-129,Top of Sometsuke Katagami Sakura Gohan Jawan (rice/soup bowl with cobalt stenciled cherry blossom design),AACC-2009-080,,,,,,Jiki (porcelain),Gohan Chawan (rice/soup bowl),,,Sometsuke Katagami (stencil cobalt),,,,Katagami (paper stencil),Cobalt blue,"Sho Chiku Bai (three friends), Tassel Yoraku (rim design)",,,,,,,,AACC-2009-080_2of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/131,131,144.jp2,/HJCCC/image/144.jp2
hjccc-129,Bottom of Sometsuke Katagami Sakura Gohan Jawan (rice/soup bowl with cobalt stenciled cherry blossom design),AACC-2009-080,,,,,,Jiki (porcelain),Gohan Chawan (rice/soup bowl),,,Sometsuke Katagami (stencil cobalt),Katagami (paper stencil),Cobalt blue,Sakura (cherry) blossom,,,,,,,,,,,AACC-2009-080_3of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/132,132,145.jp2,/HJCCC/image/145.jp2
hjccc-133,Sometsuke Katagami Sakura Gohan Jawan (rice/soup bowl with cobalt stenciled cherry blossom design),AACC-2009-080,Asian American Comparative Collection,The exterior of this katagami stenciled gohan chawan is covered in a repeating cherry blossom design separated by a dot-diaper pattern (Dower 1971:50-51). The interior of the bowl has a tassel yoraku design around the rim and a central medallion with images of sho chiku bai (Gorham 1971:201; Ross 2012:21). This vessel was donated to the AACC by Paula Rosa.,,,Mealtime Tableware,Jiki (porcelain),Gohan Chawan (rice/soup bowl),"Rim= 12 cm, footring= 4.2 cm, height= 5.5 cm",Shita-Etsuke (underglaze),Sometsuke Katagami (stencil cobalt),Katagami (paper stencil),Cobalt blue,Sakura (cherry) blossom,Katagami (paper stencil),Cobalt blue,"Sho Chiku Bai (three friends), Tassel Yoraku (rim design)",None,Japan,Most popular during the Meiji (1868-1912) era,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-2009-080. See citation guidelines.",AACC-2009-080,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/133,133,146.cpd,/HJCCC/image/146.cpd
hjccc-133,Top of Ho-o Zara (Phoenix Ware dish/plate),AACC-2008-077,,,,,,Jiki (porcelain),Zara (dish/plate),,,Sometsuke Doban (transferprint cobalt),,,,Doban or Doban Tensha (transferprinted),Cobalt blue,"Ho-o-o Bird, Karakusa (tendrils), Kiri (paulownia), Kiku (chrysanthemum)",,,,,,,,AACC-2008-077_1of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/134,134,147.jp2,/HJCCC/image/147.jp2
hjccc-133,Bottom of Ho-o Zara (Phoenix Ware dish/plate),AACC-2008-077,,,,,,Jiki (porcelain),Zara (dish/plate),,,Sometsuke Doban (transferprint cobalt),None,None,None,,,,'MADE IN JAPAN' on base,,,,,,,AACC-2008-077_2of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/135,135,148.jp2,/HJCCC/image/148.jp2
hjccc-133,Side of Ho-o Zara (Phoenix Ware dish/plate),AACC-2008-077,,,,,,Jiki (porcelain),Zara (dish/plate),,,Sometsuke Doban (transferprint cobalt),None,None,None,,,,,,,,,,,AACC-2008-077_3of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/136,136,149.jp2,/HJCCC/image/149.jp2
hjccc-137,Ho-o Zara (Phoenix Ware dish/plate),AACC-2008-077,Asian American Comparative Collection,"This Western-style dish is in the form of a saucer. The interior transferprint design of Ho-o birds, karakusa tendrils, and paulownia and chrysanthemum flowers identify it as what is known in the West as Phoenix Ware (Dower 1971:52, 68-69; Ross 2012:20,23; Walter 2012:125, 129). The rim of the plate features an adaption of the Chinese cloud and mountain motif (Oats 1984:18). Commonly mis-identified as a Phoenix or a turkey in the West, the Ho-o, or houou, bird is a composite animal, adapted from Chinese mythology, that incorporates parts of several creatures such as the rooster, mandarin duck, peacock, crane, and pheasant. Both the paulownia flower and the Ho-o bird are symbols of the Empress (Walter 2012:125, 129). Ho-o designs became immensely popular exports on Western forms just prior to 1914 and remained so until the 1930s (Van Patten 1994:60).",,,Mealtime Tableware,Jiki (porcelain),Zara (dish/plate),"Rim= 14 cm, footring= 8 cm, height= 2 cm",Shita-Etsuke (underglaze),Sometsuke Doban (transferprint cobalt),None,None,None,Doban or Doban Tensha (transferprinted),Cobalt blue,"Ho-o-o Bird, Karakusa (tendrils), Kiri (paulownia), Kiku (chrysanthemum)",'MADE IN JAPAN' on base,Japan,Most popular Taisho (1912-1926) through very early Showa (1926-1989) era,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-2008-077. See citation guidelines.",AACC-2008-077,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/137,137,150.cpd,/HJCCC/image/150.cpd
hjccc-137,Side of Doban Sen (transferprint coin) Vessel,45SN398B/2007/1844,,,,,,Jiki (porcelain),Unknown,,,Other,Doban or Doban Tensha (transferprinted),Green,Sen (coin),,,,,,,,,,,45SN398B-2007-1844_1of2,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/138,138,156.jp2,/HJCCC/image/156.jp2
hjccc-137,Side of Doban Sen (transferprint coin) Vessel,45SN398B/2007/1844,,,,,,Jiki (porcelain),Unknown,,,Other,Doban or Doban Tensha (transferprinted),Green,Sen (coin),None,None,None,,,,,,,,45SN398B-2007-1844_2of2,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/139,139,157.jp2,/HJCCC/image/157.jp2
hjccc-140,Doban Sen (transferprint coin) Vessel,45SN398B/2007/1844,"Burke Museum of Natural History and Culture, US Air Force Collection","This vessel base and footring fragment is decorated with a green transferprint design under a grainy glaze. The decoration features two overlapping coins. The top coin appears to be a variation of the Japanese Kan'ei Tsuhou, which was manufactured throughout the Tokugawa period (1603-1868) (Hartill 2011:38). Japanese potters did not develope green underglaze pigments for porcelain until the 1870s and 1880s; however, so that by the time this artifact was manufactured, the Kan'ei Tsuhou was no longer being produced (Ross 2009:156).","Near Mukilteo, Washington",1903-1928,Mealtime Tableware,Jiki (porcelain),Unknown,Footring= 4 cm,Shita-Etsuke (underglaze),Other,Doban or Doban Tensha (transferprinted),Green,Sen (coin),None,None,None,None,Japan,Most popular in the late Taisho (1912-1926) and early Showa (1926-1989) eras,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Burke Museum of Natural History and Culture, catalog no. 45SN398B/2007/1844, US Air Force Collection, held in trust at the Burke Museum, Seattle. See citation guidelines.",45SN398B-2007-1844,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/140,140,158.cpd,/HJCCC/image/158.cpd
hjccc-141,Doban Yin-Yo Gohan Jawan (rice/soup bowl with transferprint yin-yang),45SN398B/2007/223,"Burke Museum of Natural History and Culture, US Air Force Collection","The size and shape of this vessel fragment indicate that is likely from a gohan chawan. The interior is undecorated, but the exterior contains images of yin-yang elements in transferprint cobalt blue and green (Gorham 1971:220).","Near Mukilteo, Washington",1903-1928,Mealtime Tableware,Jiki (porcelain),Gohan Chawan (rice/soup bowl),"Rim= 12 cm, height= 7 cm",Shita-Etsuke (underglaze),Other,Doban or Doban Tensha (transferprinted),"Cobalt blue, green",Yin-Yo (yin-yang),None,None,None,None,Japan,Meiji (1868-1912) through Showa (1926-1989) eras,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Burke Museum of Natural History and Culture, catalog no. 45SN398B/2007/223, US Air Force Collection, held in trust at the Burke Museum, Seattle. See citation guidelines.",45SN398B-2007-223_1of1,Renae Campbell,,,2018-05-30,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/141,141,65.jp2,/HJCCC/image/65.jp2
hjccc-142,Sometsuke Senbori Gohan Jawan (rice/soup bowl with hand-painted cobalt and carved lines),AACC-MIN-98-22,"Asian American Comparative Collection, Minidoka Collection","Although incomplete, the size and shape of this fragment indicate that it is likely a piece of a gohan chawan. The sherd features hand-painted bamboo elements and several carved horizontal bands (Dower 1971:46; Simpson et al. 2014:60). Japanese ceramics expert Leland Bibb (2013:[11]) has suggested that this minimalistic style of hand-painting became most popular in the Taisho and early Showa eras. This vessel was donated to the AACC by Ron James.","Minidoka National Historic Site, Idaho",1942-1945,Mealtime Tableware,Jiki (porcelain),Gohan Chawan (rice/soup bowl),"Rim~ 12 cm, footring~ 4 cm, height= 6.5 cm",Shita-Etsuke (underglaze),Sometsuke (hand-painted cobalt),"Sometsuke (hand-painted cobalt), Choka (carving)",Cobalt blue,Take (Bamboo),None,None,None,None,Japan,Likely Taisho (1912-1926) through pre-WWII Showa (1926-1942) era,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-MIN-98-22. See citation guidelines.",AACC-MIN-98-22_1of1,Renae Campbell,,,2018-05-30,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/142,142,66.jp2,/HJCCC/image/66.jp2
hjccc-142,Side of Sometsuke Doban Choju Yunomi (teacup with cobalt transferprint longevity design),AACC-95-57,,,,,,Jiki (porcelain),Yunomi (teacup),,,Sometsuke Doban (transferprint cobalt),Doban or Doban Tensha (transferprinted),Cobalt blue,"Sho Chiku Bai (three friends), choju (longevity)",,,,Longevity character (壽) on vessel side wall ,,,,,,,AACC-95-57_1of4,,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/143,143,165.jp2,/HJCCC/image/165.jp2
hjccc-142,Side of Sometsuke Doban Choju Yunomi (teacup with cobalt transferprint longevity design),AACC-95-57,,,,,,Jiki (porcelain),Yunomi (teacup),,,Sometsuke Doban (transferprint cobalt),Doban or Doban Tensha (transferprinted),Cobalt blue,"Sho Chiku Bai (three friends), choju (longevity)",,,,Longevity character (壽) on vessel side wall ,,,,,,,AACC-95-57_2of4,,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/144,144,166.jp2,/HJCCC/image/166.jp2
hjccc-142,Side of Sometsuke Doban Choju Yunomi (teacup with cobalt transferprint longevity design),AACC-95-57,,,,,,Jiki (porcelain),Yunomi (teacup),,,Sometsuke Doban (transferprint cobalt),Doban or Doban Tensha (transferprinted),Cobalt blue,"Sho Chiku Bai (three friends), choju (longevity)",,,,Longevity character (壽) on vessel side wall ,,,,,,,AACC-95-57_3of4,,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/145,145,167.jp2,/HJCCC/image/167.jp2
hjccc-142,Top of Sometsuke Doban Choju Yunomi (teacup with cobalt transferprint longevity design),AACC-95-57,,,,,,Jiki (porcelain),Yunomi (teacup),,,Sometsuke Doban (transferprint cobalt),Doban or Doban Tensha (transferprinted),Cobalt blue,"Sho Chiku Bai (three friends), choju (longevity)",Doban or Doban Tensha (transferprinted),Cobalt blue,Tassel Yoraku (rim design),Longevity character (壽) on vessel side wall ,,,,,,,AACC-95-57_4of4,,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/146,146,168.jp2,/HJCCC/image/168.jp2
hjccc-147,Sometsuke Doban Choju Yunomi (teacup with cobalt transferprint longevity design),AACC-95-57,Asian American Comparative Collection,"This yunomi is transferprinted on the interior and exterior surfaces. A tassel yoraku design encircles the interior rim; the cup's exterior contains alternating panels of pine, plum, or bamboo (known collectively as Sho Chiku Bai), and the character for longevity.",None,,Mealtime Tableware,Jiki (porcelain),Yunomi (teacup),"Rim= 7.7 cm, footring= 3.3 cm, height= 5.9 cm",Shita-Etsuke (underglaze),Sometsuke Doban (transferprint cobalt),Doban or Doban Tensha (transferprinted),Cobalt blue,"Sho Chiku Bai (three friends), choju (longevity)",Doban or Doban Tensha (transferprinted),Cobalt blue,Tassel Yoraku (rim design),Longevity character (壽) on vessel side wall ,Japan,Most popular in the Meiji (1868-1912) and Taisho (1912-1926) eras,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-95-57. See citation guidelines.",AACC-95-57,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/147,147,169.cpd,/HJCCC/image/169.cpd
hjccc-147,Side of Seiji Gohan Jawan (Winter Green rice bowl),AACC-2013-048,,,,,,Jiki (porcelain),Gohan Chawan (rice/soup bowl),,,Seiji (Winter Green),Iroyu (colored glaze),Seiji (Winter Green),None,,,,,,,,,,,AACC-2013-048_1of2,,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/148,148,170.jp2,/HJCCC/image/170.jp2
hjccc-147,Side of Seiji Gohan Jawan (Winter Green rice bowl),AACC-2013-048,,,,,,Jiki (porcelain),Gohan Chawan (rice/soup bowl),,,Seiji (Winter Green),Iroyu (colored glaze),Seiji (Winter Green),None,None,None,None,,,,,,,,AACC-2013-048_2of2,,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/149,149,171.jp2,/HJCCC/image/171.jp2
hjccc-150,Seiji Gohan Jawan (Winter Green rice bowl),AACC-2013-048,Asian American Comparative Collection,This gohan chawan features a bright green seiji glaze on the exterior and has an undecorated interior.  This vessel was donated to the AACC by Alison Stenger.,,,Mealtime Tableware,Jiki (porcelain),Gohan Chawan (rice/soup bowl),"Rim= 13.2 cm, footring= 5.3 cm, height= 6.9 cm",n/a,Seiji (Winter Green),Iroyu (colored glaze),Seiji (Winter Green),None,None,None,None,None,Japan,Meiji (1868-1912) through Showa (1926-1989) eras,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-2013-048. See citation guidelines.",AACC-2013-048,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/150,150,172.cpd,/HJCCC/image/172.cpd
hjccc-150,Top of Sometsuke Katagami Sho Chiku Bai Namasu-Zara (pickle dish with cobalt stenciled three friends design),AACC-2000-224,,,,,,Jiki (porcelain),Namasu-Zara (pickle dish/plate),,,Sometsuke Katagami (stencil cobalt),,,,Katagami (paper stencil),Cobalt blue,Sho Chiku Bai (three friends),,,,,,,,AACC-2000-224_1of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/151,151,173.jp2,/HJCCC/image/173.jp2
hjccc-150,Bottom of Sometsuke Katagami Sho Chiku Bai Namasu-Zara (pickle dish with cobalt stenciled three friends design),AACC-2000-224,,,,,,Jiki (porcelain),Namasu-Zara (pickle dish/plate),,,Sometsuke Katagami (stencil cobalt),Katagami (paper stencil),Cobalt blue,"Indeterminate, horizontal band around footring",,,,,,,,,,,AACC-2000-224_2of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/152,152,174.jp2,/HJCCC/image/174.jp2
hjccc-150,Side of Sometsuke Katagami Sho Chiku Bai Namasu-Zara (pickle dish with cobalt stenciled three friends design),AACC-2000-224,,,,,,Jiki (porcelain),Namasu-Zara (pickle dish/plate),,,Sometsuke Katagami (stencil cobalt),Katagami (paper stencil),Cobalt blue,"Indeterminate, horizontal band around footring",,,,,,,,,,,AACC-2000-224_3of3,,,,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/153,153,175.jp2,/HJCCC/image/175.jp2
hjccc-154,Sometsuke Katagami Sho Chiku Bai Namasu-Zara (pickle dish with cobalt stenciled three friends design),AACC-2000-224,Asian American Comparative Collection,This katagami stenciled namasu-zara features depictions of sho chiku bai in a central medallion and a linear katagami design on the exterior. The pickle dish has a scalloped rim and a janome (bull's-eye or snake-eye) recess on the base (Ross 2012:10).,None,,Mealtime Tableware,Jiki (porcelain),Namasu-Zara (pickle dish/plate),"Rim= 14 cm, footring= 8.5 cm, height= 3.8 cm",Shita-Etsuke (underglaze),Sometsuke Katagami (stencil cobalt),Katagami (paper stencil),Cobalt blue,"Indeterminate, horizontal band around footring",Katagami (paper stencil),Cobalt blue,Sho Chiku Bai (three friends),None,Japan,Most popular during the Meiji (1868-1912) era,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. AACC-2000-224. See citation guidelines.",AACC-2000-224,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/154,154,176.cpd,/HJCCC/image/176.cpd
hjccc-154,Side of Saka-Bin (sake bottle) [2],CCC-82-08,,,,,,,Hanjiki (half porcelain),Saka-Bin (sake bottle),,,Other,Iroyu (colored glaze),None,None,,,,,,,,,,,CCC-82-08_1of2,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/155,155,177.jp2,/HJCCC/image/177.jp2
hjccc-154,Bottom of Saka-Bin (sake bottle) [2],CCC-82-08,,,,,,,Hanjiki (half porcelain),Saka-Bin (sake bottle),,,Other,Iroyu (colored glaze),None,None,,,,,,,,,,,CCC-82-08_2of2,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/156,156,178.jp2,/HJCCC/image/178.jp2
hjccc-157,Saka-Bin (sake bottle) [2],CCC-82-08,Asian American Comparative Collection,"This Saka-bin, or Western-style sake bottle, is the smaller of the two in the AACC collection. It is made of hanjiki, a type of 'half-porcelain,' and has a greyish-white exterior glaze.",None,,Sake Tableware,Hanjiki (half porcelain),Saka-Bin (sake bottle),"Rim= 2.5 cm, base= 7 cm, height= 22 cm",n/a,Other,Iroyu (colored glaze),None,None,None,None,None,None,Japan,Meiji (1868-1912) through Showa (1926-1989) eras,University of Idaho Library Digital Initiatives,Copyright under creative commons license. Images available for reuse in educational (non-commercial) instances; see license details at Creative Commons.,https://creativecommons.org/publicdomain/mark/1.0/,"Photo courtesy of the Asian American Comparative Collection, catalog no. CCC-82-08. See citation guidelines.",CCC-82-08,Renae Campbell,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/157,157,179.cpd,/HJCCC/image/179.cpd
hjccc-157,Interior of Suribachi (grinding bowl) [1],45SN398B/2007/1502,,,,,,,Toki (porous stoneware),Suribachi (grinding bowl),,,Other,,,,Other,Reddish-brown,None,,,,,,,,45SN398B-2007-1501_1of2,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/158,158,180.jp2,/HJCCC/image/180.jp2
hjccc-157,Exterior of Suribachi (grinding bowl) [1],45SN398B/2007/1503,,,,,,,Toki (porous stoneware),Suribachi (grinding bowl),,,Other,Iroyu (colored glaze),Reddish-brown,None,,,,,,,,,,,45SN398B-2007-1501_2of2,,,2018-05-31,2018-05-31,http://digital.lib.uidaho.edu:80/cdm/ref/collection/HJCCC/id/159,159,181.jp2,/HJCCC/image/181.jp2
